erro, temperatura atual, integral
0.93, 302.22, 43.84
0.93, 302.22, 43.93
0.93, 302.22, 44.03
1.02, 302.13, 44.13
0.93, 302.22, 44.23
1.02, 302.13, 44.33
0.93, 302.22, 44.43
0.93, 302.22, 44.52
0.93, 302.22, 44.61
0.93, 302.22, 44.71
0.93, 302.22, 44.8
0.93, 302.22, 44.9
0.93, 302.22, 44.99
0.93, 302.22, 45.09
0.93, 302.22, 45.18
0.93, 302.22, 45.27
0.93, 302.22, 45.37
0.93, 302.22, 45.46
0.93, 302.22, 45.56
0.93, 302.22, 45.65
0.93, 302.22, 45.75
0.93, 302.22, 45.84
0.93, 302.22, 45.93
0.93, 302.22, 46.03
0.93, 302.22, 46.12
0.93, 302.22, 46.22
0.84, 302.31, 46.31
0.93, 302.22, 46.4
0.84, 302.31, 46.49
0.84, 302.31, 46.57
0.84, 302.31, 46.66
0.84, 302.31, 46.74
0.84, 302.31, 46.83
0.84, 302.31, 46.91
0.84, 302.31, 47.0
0.84, 302.31, 47.08
0.84, 302.31, 47.17
0.84, 302.31, 47.26
0.84, 302.31, 47.34
0.84, 302.31, 47.43
0.84, 302.31, 47.51
0.84, 302.31, 47.6
0.84, 302.31, 47.68
0.84, 302.31, 47.77
0.84, 302.31, 47.85
0.84, 302.31, 47.94
0.84, 302.31, 48.02
0.84, 302.31, 48.11
0.84, 302.31, 48.19
0.84, 302.31, 48.28
0.84, 302.31, 48.36
0.84, 302.31, 48.45
0.84, 302.31, 48.54
0.84, 302.31, 48.62
0.84, 302.31, 48.71
0.84, 302.31, 48.79
0.84, 302.31, 48.88
0.84, 302.31, 48.96
0.84, 302.31, 49.05
0.84, 302.31, 49.13
0.84, 302.31, 49.22
0.84, 302.31, 49.3
0.84, 302.31, 49.39
0.84, 302.31, 49.47
0.84, 302.31, 49.56
0.84, 302.31, 49.64
0.84, 302.31, 49.73
0.84, 302.31, 49.81
0.84, 302.31, 49.9
0.84, 302.31, 49.98
0.75, 302.4, 50.06
0.75, 302.4, 50.14
0.75, 302.4, 50.21
0.84, 302.31, 50.3
0.75, 302.4, 50.38
0.75, 302.4, 50.45
0.84, 302.31, 50.53
0.75, 302.4, 50.61
0.75, 302.4, 50.69
0.75, 302.4, 50.76
0.75, 302.4, 50.84
0.75, 302.4, 50.92
0.75, 302.4, 50.99
0.75, 302.4, 51.07
0.75, 302.4, 51.14
0.75, 302.4, 51.22
0.75, 302.4, 51.3
0.75, 302.4, 51.37
0.75, 302.4, 51.45
0.75, 302.4, 51.52
0.75, 302.4, 51.6
0.75, 302.4, 51.68
0.75, 302.4, 51.75
0.75, 302.4, 51.83
0.75, 302.4, 51.9
0.75, 302.4, 51.98
0.75, 302.4, 52.05
0.75, 302.4, 52.13
0.75, 302.4, 52.21
0.75, 302.4, 52.28
0.75, 302.4, 52.36
0.75, 302.4, 52.44
0.75, 302.4, 52.51
0.75, 302.4, 52.59
0.75, 302.4, 52.66
0.75, 302.4, 52.74
0.75, 302.4, 52.82
0.75, 302.4, 52.89
0.75, 302.4, 52.97
0.75, 302.4, 53.04
0.75, 302.4, 53.12
0.75, 302.4, 53.19
0.75, 302.4, 53.27
0.75, 302.4, 53.35
0.75, 302.4, 53.42
0.75, 302.4, 53.5
0.75, 302.4, 53.57
0.75, 302.4, 53.65
0.75, 302.4, 53.73
0.75, 302.4, 53.8
0.75, 302.4, 53.88
0.66, 302.49, 53.95
0.75, 302.4, 54.02
0.75, 302.4, 54.1
0.75, 302.4, 54.17
0.75, 302.4, 54.25
0.75, 302.4, 54.32
0.66, 302.49, 54.39
0.66, 302.49, 54.46
0.66, 302.49, 54.53
0.66, 302.49, 54.59
0.66, 302.49, 54.66
0.66, 302.49, 54.73
0.66, 302.49, 54.79
0.66, 302.49, 54.86
0.66, 302.49, 54.93
0.66, 302.49, 54.99
0.66, 302.49, 55.06
0.66, 302.49, 55.13
0.66, 302.49, 55.19
0.66, 302.49, 55.26
0.66, 302.49, 55.33
0.66, 302.49, 55.39
0.66, 302.49, 55.46
0.66, 302.49, 55.53
0.66, 302.49, 55.59
0.66, 302.49, 55.66
0.66, 302.49, 55.73
0.66, 302.49, 55.79
0.66, 302.49, 55.86
0.66, 302.49, 55.93
0.66, 302.49, 55.99
0.66, 302.49, 56.06
0.66, 302.49, 56.13
0.66, 302.49, 56.19
0.66, 302.49, 56.26
0.66, 302.49, 56.33
0.66, 302.49, 56.39
0.66, 302.49, 56.46
0.66, 302.49, 56.53
0.66, 302.49, 56.59
0.66, 302.49, 56.66
0.66, 302.49, 56.73
0.66, 302.49, 56.79
0.66, 302.49, 56.86
0.66, 302.49, 56.93
0.66, 302.49, 56.99
0.66, 302.49, 57.06
0.66, 302.49, 57.13
0.66, 302.49, 57.19
0.66, 302.49, 57.26
0.57, 302.58, 57.32
0.57, 302.58, 57.38
0.66, 302.49, 57.44
0.57, 302.58, 57.5
0.57, 302.58, 57.56
0.57, 302.58, 57.62
0.57, 302.58, 57.68
0.57, 302.58, 57.73
0.57, 302.58, 57.79
0.57, 302.58, 57.85
0.57, 302.58, 57.91
0.57, 302.58, 57.96
0.57, 302.58, 58.02
0.57, 302.58, 58.08
0.57, 302.58, 58.13
0.57, 302.58, 58.19
0.57, 302.58, 58.25
0.57, 302.58, 58.31
0.57, 302.58, 58.36
0.57, 302.58, 58.42
0.57, 302.58, 58.48
0.57, 302.58, 58.54
0.57, 302.58, 58.6
0.57, 302.58, 58.65
0.57, 302.58, 58.71
0.57, 302.58, 58.77
0.57, 302.58, 58.82
0.57, 302.58, 58.88
0.57, 302.58, 58.94
0.57, 302.58, 59.0
0.57, 302.58, 59.05
0.57, 302.58, 59.11
0.57, 302.58, 59.17
0.57, 302.58, 59.23
0.57, 302.58, 59.28
0.57, 302.58, 59.34
0.57, 302.58, 59.4
0.57, 302.58, 59.46
0.57, 302.58, 59.51
0.47, 302.68, 59.57
0.57, 302.58, 59.62
0.47, 302.68, 59.67
0.57, 302.58, 59.72
0.47, 302.68, 59.78
0.47, 302.68, 59.82
0.47, 302.68, 59.87
0.57, 302.58, 59.93
0.47, 302.68, 59.98
0.47, 302.68, 60.03
0.47, 302.68, 60.07
0.47, 302.68, 60.12
0.47, 302.68, 60.17
0.47, 302.68, 60.22
0.47, 302.68, 60.27
0.47, 302.68, 60.31
0.47, 302.68, 60.36
0.47, 302.68, 60.41
0.47, 302.68, 60.46
0.47, 302.68, 60.51
0.47, 302.68, 60.55
0.47, 302.68, 60.6
0.47, 302.68, 60.65
0.47, 302.68, 60.7
0.38, 302.77, 60.74
0.47, 302.68, 60.79
0.38, 302.77, 60.83
0.38, 302.77, 60.87
0.38, 302.77, 60.91
0.38, 302.77, 60.94
0.38, 302.77, 60.98
0.38, 302.77, 61.02
0.38, 302.77, 61.06
0.38, 302.77, 61.1
0.38, 302.77, 61.14
0.38, 302.77, 61.18
0.38, 302.77, 61.22
0.38, 302.77, 61.26
0.38, 302.77, 61.29
0.38, 302.77, 61.33
0.38, 302.77, 61.37
0.38, 302.77, 61.41
0.38, 302.77, 61.45
0.38, 302.77, 61.49
0.38, 302.77, 61.53
0.38, 302.77, 61.57
0.38, 302.77, 61.61
0.29, 302.86, 61.64
0.29, 302.86, 61.67
0.29, 302.86, 61.7
0.29, 302.86, 61.73
0.38, 302.77, 61.76
0.29, 302.86, 61.8
0.38, 302.77, 61.83
0.29, 302.86, 61.86
0.38, 302.77, 61.9
0.29, 302.86, 61.93
0.29, 302.86, 61.96
0.29, 302.86, 61.99
0.29, 302.86, 62.02
0.29, 302.86, 62.05
0.29, 302.86, 62.08
0.29, 302.86, 62.11
0.29, 302.86, 62.14
0.29, 302.86, 62.17
0.29, 302.86, 62.2
0.29, 302.86, 62.23
0.29, 302.86, 62.26
0.29, 302.86, 62.29
0.29, 302.86, 62.32
0.29, 302.86, 62.35
0.2, 302.95, 62.37
0.29, 302.86, 62.4
0.2, 302.95, 62.42
0.29, 302.86, 62.45
0.29, 302.86, 62.48
0.2, 302.95, 62.5
0.2, 302.95, 62.52
0.2, 302.95, 62.54
0.2, 302.95, 62.56
0.2, 302.95, 62.58
0.2, 302.95, 62.6
0.2, 302.95, 62.62
0.2, 302.95, 62.64
0.2, 302.95, 62.66
0.2, 302.95, 62.68
0.2, 302.95, 62.7
0.11, 303.04, 62.72
0.2, 302.95, 62.73
0.2, 302.95, 62.75
0.2, 302.95, 62.77
0.2, 302.95, 62.79
0.2, 302.95, 62.81
0.2, 302.95, 62.83
0.2, 302.95, 62.85
0.2, 302.95, 62.87
0.2, 302.95, 62.89
0.11, 303.04, 62.91
0.11, 303.04, 62.92
0.11, 303.04, 62.93
0.11, 303.04, 62.94
0.11, 303.04, 62.95
0.2, 302.95, 62.97
0.11, 303.04, 62.98
0.11, 303.04, 63.0
0.11, 303.04, 63.01
0.11, 303.04, 63.02
0.11, 303.04, 63.03
0.11, 303.04, 63.04
0.11, 303.04, 63.05
0.11, 303.04, 63.06
0.11, 303.04, 63.07
0.11, 303.04, 63.08
0.11, 303.04, 63.09
0.11, 303.04, 63.1
0.11, 303.04, 63.11
0.11, 303.04, 63.13
0.11, 303.04, 63.14
0.11, 303.04, 63.15
0.11, 303.04, 63.16
0.11, 303.04, 63.17
0.11, 303.04, 63.18
0.11, 303.04, 63.19
0.11, 303.04, 63.2
0.11, 303.04, 63.21
0.11, 303.04, 63.22
0.11, 303.04, 63.23
0.11, 303.04, 63.25
0.11, 303.04, 63.26
0.11, 303.04, 63.27
0.11, 303.04, 63.28
0.11, 303.04, 63.29
0.11, 303.04, 63.3
0.11, 303.04, 63.31
0.11, 303.04, 63.32
0.11, 303.04, 63.33
0.11, 303.04, 63.34
0.11, 303.04, 63.35
0.01, 303.14, 63.36
0.11, 303.04, 63.37
0.01, 303.14, 63.37
0.01, 303.14, 63.37
0.01, 303.14, 63.38
0.01, 303.14, 63.38
0.01, 303.14, 63.38
0.01, 303.14, 63.38
0.01, 303.14, 63.38
0.01, 303.14, 63.38
0.01, 303.14, 63.38
0.01, 303.14, 63.39
0.01, 303.14, 63.39
0.01, 303.14, 63.39
0.01, 303.14, 63.39
0.01, 303.14, 63.39
0.01, 303.14, 63.39
0.01, 303.14, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
-0.08, 303.23, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
0.01, 303.14, 63.4
-0.08, 303.23, 63.4
0.01, 303.14, 63.39
0.01, 303.14, 63.4
-0.08, 303.23, 63.39
-0.08, 303.23, 63.39
-0.08, 303.23, 63.38
-0.08, 303.23, 63.37
-0.08, 303.23, 63.36
-0.08, 303.23, 63.35
-0.08, 303.23, 63.35
-0.08, 303.23, 63.34
-0.08, 303.23, 63.33
-0.08, 303.23, 63.32
-0.08, 303.23, 63.31
-0.08, 303.23, 63.31
-0.08, 303.23, 63.3
-0.08, 303.23, 63.29
-0.08, 303.23, 63.28
-0.08, 303.23, 63.28
-0.08, 303.23, 63.27
-0.08, 303.23, 63.26
-0.08, 303.23, 63.25
-0.08, 303.23, 63.24
-0.08, 303.23, 63.24
-0.08, 303.23, 63.23
-0.08, 303.23, 63.22
-0.08, 303.23, 63.21
-0.08, 303.23, 63.21
-0.17, 303.32, 63.19
-0.08, 303.23, 63.18
-0.17, 303.32, 63.17
-0.17, 303.32, 63.15
-0.17, 303.32, 63.13
-0.17, 303.32, 63.12
-0.17, 303.32, 63.1
-0.17, 303.32, 63.08
-0.17, 303.32, 63.07
-0.17, 303.32, 63.05
-0.17, 303.32, 63.03
-0.17, 303.32, 63.01
-0.17, 303.32, 63.0
-0.17, 303.32, 62.98
-0.17, 303.32, 62.96
-0.17, 303.32, 62.94
-0.17, 303.32, 62.93
-0.17, 303.32, 62.91
-0.17, 303.32, 62.89
-0.17, 303.32, 62.88
-0.26, 303.41, 62.85
-0.26, 303.41, 62.83
-0.26, 303.41, 62.8
-0.26, 303.41, 62.77
-0.26, 303.41, 62.75
-0.26, 303.41, 62.72
-0.26, 303.41, 62.7
-0.26, 303.41, 62.67
-0.26, 303.41, 62.64
-0.26, 303.41, 62.62
-0.26, 303.41, 62.59
-0.26, 303.41, 62.56
-0.26, 303.41, 62.54
-0.26, 303.41, 62.51
-0.26, 303.41, 62.48
-0.26, 303.41, 62.46
-0.26, 303.41, 62.43
-0.26, 303.41, 62.4
-0.26, 303.41, 62.38
-0.26, 303.41, 62.35
-0.26, 303.41, 62.32
-0.35, 303.5, 62.29
-0.35, 303.5, 62.26
-0.35, 303.5, 62.22
-0.35, 303.5, 62.18
-0.35, 303.5, 62.15
-0.35, 303.5, 62.11
-0.35, 303.5, 62.08
-0.35, 303.5, 62.04
-0.35, 303.5, 62.0
-0.35, 303.5, 61.97
-0.35, 303.5, 61.93
-0.35, 303.5, 61.9
-0.35, 303.5, 61.86
-0.35, 303.5, 61.83
-0.35, 303.5, 61.79
-0.35, 303.5, 61.75
-0.35, 303.5, 61.72
-0.35, 303.5, 61.68
-0.35, 303.5, 61.65
-0.45, 303.6, 61.61
-0.35, 303.5, 61.56
-0.45, 303.6, 61.52
-0.45, 303.6, 61.48
-0.45, 303.6, 61.43
-0.45, 303.6, 61.39
-0.45, 303.6, 61.34
-0.45, 303.6, 61.3
-0.45, 303.6, 61.25
-0.45, 303.6, 61.21
-0.45, 303.6, 61.16
-0.45, 303.6, 61.12
-0.45, 303.6, 61.07
-0.45, 303.6, 61.02
-0.45, 303.6, 60.98
-0.45, 303.6, 60.93
-0.45, 303.6, 60.89
-0.45, 303.6, 60.84
-0.45, 303.6, 60.8
-0.45, 303.6, 60.75
-0.54, 303.69, 60.7
-0.45, 303.6, 60.65
-0.45, 303.6, 60.61
-0.45, 303.6, 60.56
-0.45, 303.6, 60.52
-0.45, 303.6, 60.47
-0.45, 303.6, 60.43
-0.54, 303.69, 60.38
-0.54, 303.69, 60.32
-0.54, 303.69, 60.27
-0.54, 303.69, 60.21
-0.54, 303.69, 60.16
-0.54, 303.69, 60.1
-0.54, 303.69, 60.05
-0.54, 303.69, 59.99
-0.54, 303.69, 59.94
-0.54, 303.69, 59.88
-0.54, 303.69, 59.83
-0.54, 303.69, 59.77
-0.54, 303.69, 59.72
-0.54, 303.69, 59.67
-0.54, 303.69, 59.61
-0.54, 303.69, 59.56
-0.54, 303.69, 59.5
-0.54, 303.69, 59.45
-0.54, 303.69, 59.39
-0.54, 303.69, 59.34
-0.54, 303.69, 59.28
-1.1, 304.25, 59.2
-0.63, 303.78, 59.11
-0.63, 303.78, 59.05
-0.63, 303.78, 58.98
-0.63, 303.78, 58.92
-0.63, 303.78, 58.85
-0.63, 303.78, 58.79
-0.63, 303.78, 58.73
-0.63, 303.78, 58.66
-0.63, 303.78, 58.6
-0.63, 303.78, 58.53
-0.63, 303.78, 58.47
-0.63, 303.78, 58.41
-0.63, 303.78, 58.34
-0.63, 303.78, 58.28
-0.63, 303.78, 58.21
-0.63, 303.78, 58.15
-0.63, 303.78, 58.09
-0.63, 303.78, 58.02
-0.63, 303.78, 57.96
-0.63, 303.78, 57.89
-0.72, 303.87, 57.83
-0.72, 303.87, 57.75
-0.72, 303.87, 57.68
-0.72, 303.87, 57.61
-0.72, 303.87, 57.53
-0.72, 303.87, 57.46
-0.72, 303.87, 57.38
-0.72, 303.87, 57.31
-0.72, 303.87, 57.24
-0.72, 303.87, 57.16
-0.72, 303.87, 57.09
-0.72, 303.87, 57.02
-0.72, 303.87, 56.94
-0.72, 303.87, 56.87
-0.72, 303.87, 56.8
-0.72, 303.87, 56.72
-0.72, 303.87, 56.65
-0.72, 303.87, 56.57
-0.72, 303.87, 56.5
-0.72, 303.87, 56.43
-0.72, 303.87, 56.35
-0.72, 303.87, 56.28
-0.72, 303.87, 56.21
-0.72, 303.87, 56.13
-0.72, 303.87, 56.06
-0.72, 303.87, 55.99
-0.72, 303.87, 55.91
-0.72, 303.87, 55.84
-0.72, 303.87, 55.77
-0.72, 303.87, 55.69
-0.72, 303.87, 55.62
-0.72, 303.87, 55.55
-0.72, 303.87, 55.47
-0.82, 303.97, 55.4
-0.72, 303.87, 55.32
-0.82, 303.97, 55.24
-0.82, 303.97, 55.16
-0.82, 303.97, 55.07
-0.82, 303.97, 54.99
-0.82, 303.97, 54.91
-0.82, 303.97, 54.82
-0.82, 303.97, 54.74
-0.82, 303.97, 54.66
